Nome da Música,link,album,letra
Atitude,/djavan/atitude.html,Bicho Solto - O XIII,"Por você de tudo farei Te quero demais Você sabe Tudo, tudo é atitude Até o mar que é a vida do pescador Esse mar eu te dou Diga o que é que eu sou pra você Se sou pouco ou nada Não me diga nada Magoar pra quê? Até porque eu Não saberei viver sem você Longe de ti, dias sem céu A refletir nos olhos meus Casas sem cor, nenhum lugar Que eu queira ir ou passar Se você não está ali Pra me abalar Com sua doce visão As mãos frias de amor Aquecendo as minhas mãos Dona da luz Que invade o meu coração."
Avião,/djavan/aviao.html,Djavan,"Pode quebrar, sofrer, cair, descer, contorcer de dor Não vou mais me prender a você, fazer o mesmo jogo Vou bater na porta da vida, receber e pagar Sem ter que me entregar a ninguém, seu muito pra mim É pouco Eu quero a paz e viver solto Vai dizer que sou outro, sou não Eu me cansei de ser seu avião não vou voar não Dessa vez  Pode quebrar, sofrer, cair, descer, contorcer de dor Não vou mais me prender a você, fazer o mesmo show Vou bater na porta da vida, receber e pagar Sem ter que me entregar a ninguém, nem me conformar com pouco Eu quero a paz e viver solto Vai dizer que sou outro, sou não Eu me cansei de ser seu avião não vou voar não Dessa vez  Pode quebrar, sofrer, cair, descer, contorcer de dor Não vou mais me prender a você, fazer o mesmo jogo Vou bater na porta da vida, receber e pagar Sem ter que me entregar a ninguém, seu mundo pra mim É pouco Eu quero a paz e viver solto Vai dizer que sou louco, sou não Eu me cansei de ser seu avião não vou voar não"
Avô,/djavan/avo.html,Novena,"E se eu parar de tomar pra sempre sundae e não amar lévi-strauss em seu enleio se eu achar démodé , quem serei? E se tiver tudo chato e o céu for feio e eu decidir que chopin , não solfejarei se eu fizer um ar blazè, quem serei? Quando eu for saberei.  Como eu era um homem longe do que sou preocupado em me mostrar capaz... Nem que eu queira, hoje posso ser tal rapaz não sou mais, não sou mais, não sou mais não sou mais enfim nem mesmo o que eu serei, sou não sou mais, não sou mais.  E no balaio da construção de um homem revejo os moldes e as massas que eu já usei pois viver é reviver, hoje eu sei quem eu for, já encontrei e de quebra a experiência me ensinou: é preciso juventude para que eu me torne avô è preciso juventude quem me dera tê-la intacta a cada era como uma flor que algum dia, alguém espera em outra porta que o futuro preparou.   © 1994 Luanda Edições Musicais Ltda."
Azedo e Amargo,/djavan/azedo-e-amargo.html,Matizes,"Ela é chegada Em azedo e amargo Leite com sal E outros bodes Se ela fosse planta seria A comigo-ninguém-pode Em seus cabelos A curva da fita Prende a flor da madrugada Mas nas unhas se vê O quanto é aflita, invocada Por amor Ando por onde for Por você faço o que for Pra viver Deixa vir Diz-me por onde ir Corre atrás Pra não ter dúvidas mais! Verga esse traço Que a induz à solidão Deixa que um abraço Em sua onda de calor A revele, leve, Apta até pra ilusão... Sonho percorrê-la Por estradas vicinais Conhecer por dentro Como a luz nos cafezais Pra contê-la e tê-la Nos lençóis vazios Dos meus ais.   (fonte: site oficial)"
Azul,/djavan/azul.html,"Djavan na Pista, Etc","Eu não sei se vem de Deus Do céu ficar azul Ou virá dos olhos teus Essa cor que azuleja o dia? Se acaso anoitecer Do céu perder o azul Entre o mar e o entardecer Alga-marinha vá na maresia Buscar ali um cheiro de azul Essa cor não sai de mim Bate e finca pé A sangue de rei   Até o sol nascer amarelinho Queimando mansinho Cedinho, cedinho, cedinho, Corre e vá dizer pro meu benzinho Um dizer assim: O amor é azulzinho.   Até o sol nascer amarelinho Queimando mansinho Cedinho, cedinho, cedinho Corre e vá dizer pro meu benzinho Um dizer assim: O amor é azulzinho."
Bailarina,/djavan/bailarina.html,Vaidade,"A cada pirueta que você dá Um tom de violeta Inunda o seu bailar Fico encantado ao vê-la voar Em seu grand-jetê Como eu queria ser o seu par Queria o meu destino Junto ao seu dom E o estilo Manuelino No que tem de bom Pra erigir um belo altar Na intenção de intronizá-la No lugar de uma Deusa Sou um barco navegando Alto-mar por você A me desbravar sem medo Com um desejo incontido Invadindo a canção Crepuscular estação Do amor não correspondido Tal como o sol No arrebol Eu morro com vida Plié aqui Jeté ali Socorro, querida Quero viver Só pra você De hoje Pra sempre"
Bangalô,/djavan/bangalo.html,Rua dos Amores,"Eu nem sei Se quero amar Outra vez Ganhei Investi Perdi  Uma vida e tanto Milhagens de amores febris Ganhei Investi Perdi  Não vou ficar em bar Vencido, não mais Não vou chorar amor perdido  Não quis château Nem bangalô Não me quis, não me viu, não me vê Com tanto a lamentar, nada perdi Sem você, sem você, sem você  Não vou ficar em bar Vencido, não mais Não vou chorar amor perdido  Não quis château Nem bangalô Não me quis, não me viu, não me vê Com tanto a lamentar, nada perdi Sem você, sem você, sem você  Não vou ficar em bar Vencido, não mais Não vou chorar amor perdido  Não quis château Nem bangalô Não me quis, não me viu, não me vê Com tanto a lamentar, nada perdi Sem você, sem você, sem você"
Banho de Rio,/djavan/banho-de-rio.html,Luz,"Folha de saião uma colcha de brim longe um cantador versejou pra mim fumega lampião na parede o sonho secou na nesga do amor há sede dias como bois passam e nem me veem ah meu cantador versejar pra que? Hoje eu tô tìo assim sem saber, prazer nenhum... Sem meu amor não tomo banho de rio nem sou feliz tão cedo...  © 1982 Luanda Edições Musicais Ltda."
Beleza Destruída (Com Milton Nascimento),/djavan/beleza-destruida-com-milton-nascimento.html,D,"O mundo é lindo, mas não é infindo Temos que cuidar Pra não ver acabar  Tantos lagos, assim como os rios podem fenecer Dar lugar, mas a que? A mata queimando, joga a esperança na mais cruel solidão Solidão  Chuva demais pra uns E de menos pros demais Causando mais sofrer, mais sofrer  Voar, correr, saltar, fugir Viver pra ver o Sol sair Voar, correr, saltar, fugir Viver pra ver o Sol sair  Ver indígenas e bichos implorando para existir Faz tão mal, faz tão mal  Mas o homem cego por dinheiro só saber dizer Dizimar, dizimar  Ver tanta beleza destruída Encolhendo a própria vida, sim É o fim  Pra quem hoje o fruto do não conta logo vai ter conta pra pagar Pra viver  Voar, correr, saltar, fugir Viver pra ver o Sol sair Voar, correr, saltar, fugir Viver pra ver o Sol sair  Voar, correr, saltar, fugir Viver pra ver o Sol sair Voar, correr, saltar, fugir Viver pra ver o Sol sair"
Bicho Solto,/djavan/bicho-solto.html,Bicho Solto - O XIII,"Não sei julgar o que há em ti Sentir com precisão Se é fogo ou água, já desisti O meu coração que agüente Não há nada mais louco Mais sensível Que você junto de mim Com o seu amor indizível Eu faço e aconteço Pra estar com você Eu te abraço, amor Te desfaço em flor Nesse abraço a gente Se veste um ao outro Pra virar um bicho solto Desordenar por aí 'cê de quatro, amor Beira art-déco Uma imagem no altar da luxúria Você com esse jeito seu Me venceu Ah, gosto de você em mim! O lascivo chega a brilhar De incandescer mais que o sol Lá no limiar do prazer Estrelas pulam de alegria Se fantasiam, mudam de cor Pra ver o amor nascer"
Boa Noite,/djavan/boa-noite.html,Ao Vivo - Vols. 1 e 2,"Meu ar de dominador dizia que eu ia ser seu dono E nessa eu dancei! Hoje no universo Nada que brilha cega mais que seu nome Fiquei mudo ao lhe conhecer, o que vi foi demais, vazou Por toda selva do meu ser, nada ficou intacto Na fronteira de um oásis, meu coração em paz se abalou É surpresa demais que trazes, 'inda bem que eu sou Flamengo Mesmo quando ele não vai bem, algo me diz em rubro-negro Que sofrimento leva além, não existe amor sem medo Boa noite! Quem não tem pra quem se dar, o dia é igual à noite Tempo parado no ar, há dias, calor, insônia, oh! noite Quem ama vive a sonhar de dia, voar é do homem Vida foi feita pra estar em dia, com a fome, com a fome, com a fome Se vens lá das alturas com agruras ou paz, Oh, meu bem, serei seu guia na terra Na guerra ou no sossego sua beleza é o cais e eu sou o homem Que pode lhe dar, além de calor, fidelidade Minha vida por inteiro eu lhe dou Minha vida por inteiro eu lhe dou"
Bouquet,/djavan/bouquet.html,Não É Azul Mas É Mar,"Viver tem me dado O que fazer: Quero bem... Quero pra te dar O que não tem Tudo é tão pouco Pra te merecer Já procurei não há Quando o céu precisa A lua vem Esclarece E eu longe de ti O dia nem amanhece Pisa em vez de pousar Feito a solidão Transparência de noiva E bouquet Você passa, uma graça E nada vê Na pressa de alcançar O sol O que faz o seu olhar Pra ser assim Não é azul mas é mar De tanto brilho Me deixa também brilhar Olha pra mim E eu irei descansar À sombra da vitória Gozando dessa glória Em paz..."
Brigas Nunca Mais,/djavan/brigas-nunca-mais.html,Ária,"Chegou, sorriu, venceu depois chorou Então fui eu quem consolou sua tristeza Na certeza de que o amor tem dessas fases más E é bom para fazer as pazes, mas Depois fui eu quem dela precisou E ela então me socorreu E o nosso amor mostrou que veio prá ficar Mais uma vez por toda a vida Bom é mesmo amar em paz Brigas nunca mais"
Brilho da Noite,/djavan/brilho-da-noite.html,Milagreiro,"Que será que existe Além desse olhar, Quanto há de segredo? E entre Mozart e Liszt por quem optará, encara as alturas ou a placidez? E em caso de amor virá tateando, ou irá por onde eu for? matinal ou vampira, afeita ao pecado? seja agulhada ou zen, sou mais você e mais ninguém pra me tirar desse caos onde estou estou, doido pra amar, louco de amor! Quando quero ficar feliz começo a pensar em você me lambendo, me vejo atuar em seu filme, e bem-enquadrado, posso conferir sua perfeição: que mal pro meu coração... brilho da noite causa perdida meu horizonte tudo na vida"
Cabeça Vazia,/djavan/cabeca-vazia.html,D,"Adorou Detestei Quando é assim Eu já nem sei Cada um Numa lei Nunca se sabe O que tem Bem maior que um escândalo Não tem pra tsunami Não é coisa de vândalo Ou juízo final É cabeça vazia Que manda em tanta gente Que diz que não sabia Que agia diferente Você me chega assim Nenhum perdão Me beija mal E nada diz E Nem pra me dizer O que se diz Foi sem querer Me arrependi Lá vem, lá vem Você com seus depraves Nem vem Magoar é grave Sei bem Mas sem se tocar É pior Você só quer Um rala comigo E até Que é ruim, eu não digo Mas também não é Tudo de bom!  Lá vem, lá vem Depraves, nem vem É grave Sei bem Sem se tocar É pior Você só quer Um rala comigo E até Que é ruim, eu não digo Mas também não é Tudo de bom!"
Cair em Si,/djavan/cair-em-si.html,Milagreiro,"Às vezes parece um tambor Mas não é tambor nem nada é o coração Que fica entre a paz e o terror Quando vejo a sua cara entre as caras da multidão Logo fico cansado Como se tivesse estado a correr Num segundo já me sinto sem uma gota de sangue Mal consigo respirar, sobreviver Só Deus sabe o saldo Creditado ao amor que lhe dou Se terei sono tranqüilo ou vida sobressaltada Não sei nada, não sei nada Olhar pro sol, vencer o mar Admitir, brigar com o par Isso é nada Não ter você, cair em si Morrer de amor não é o fim, mas me acaba"
Canto da Lira,/djavan/canto-da-lira.html,Lilás,Esse menino! Encantaram o meu amor ela foi encantada pelo canto da lira e nunca mais voltou o canto da lira deliraria qualquer donzela da cidade ou do interior do meu brasil encanta  A mãe da noite o pai do dia encanta o cantor eu desconfio que nìo tem jeito essa ave tem um canto tão perfeito que encantou até o mal feito e o malfeitor   © 1984 Luanda Edições Musicais Ltda.
Capim,/djavan/capim.html,"Djavan na Pista, Etc","Capim do Vale Vara de goiabeira na beira do rio paro para me benzer Mãe d'Água sai um pouquinho desse seu leito ninho que eu tenho um carinho para lhe fazer  Pinheiros do Paraná que bom tê-los como areia no mar Mangas do Pará Pitombeiras da Borborema a Ema gemeu no tronco do Juremá  Cacique perdeu mas lutou que eu vi Jari não é Deus mas acham que sim Que fim levou o amor? Plantei um pé de flor, deu capim"
Carnaval No Rio,/djavan/carnaval-no-rio.html,Não É Azul Mas É Mar,Quem vê cara não vê que horas são já vem passando a mão não sou dessas que voce tá pensando voce quer me parecer um lobão faça favor de não me olhar como quem quer devorar desista de vez de me conquistar o dono do meu coração é puro e alemão cismou de passar o carnaval no rio e desde que lhe conheço vadio voce é o último em quem pensarei água que não beberei quem é você? Eu não sei vá procurar a sua laia  © 1987 Luanda Edições Musicais Ltda.
Cedo Ou Tarde,/djavan/cedo-ou-tarde.html,Vesúvio,"Azul Vem dos lados de anil Veio assim, nem me viu Mal passou por aqui  Aqui Cedo ou tarde é quando? Antes eu me mando Deixo o ar invadir  Ali Quem manda é o medo A hora é imprópria pra sorrir Viver assim  Com tais dissabores Não é brincadeira Com tantos rancores Faz-se uma fogueira  Não sei Mais o que é certo O que decerto é ruim Nem sei de mim  Com a dor destruída O que vai ser da vida? A vida soberana Seria desumana Porque o sol da tarde Clareia, mas não arde O mal de quem ama é a fé"
Celeuma,/djavan/celeuma.html,Vaidade,"Não me deixe sem me ouvir falar Não me faça um troço desse Depois não adianta mãe prá ajudar É bronca pra ninguém resolver Sem você seria pobre e infeliz E essa tal eu mal conheço Pois nem que eu estivesse fora de mim Jamais iria com essa aí Por um nada você paga E quem acaba no sal sou eu Sai comprando sem olhar O que essa gente quer vender Encrencado, acusado Por uma falta que não condiz Eu prefiro morrer A dar ouvido a celeuma E lhe perder"
Chega de Mágoa,/djavan/chega-de-magoa.html,,"Nós não vamos nos dispersar Juntos, é tão bom saber Que passado o tormento Será nosso esse chão...  Água, dona da vida Ouve essa prece tão comovida Chega, brinca na fonte Desce do monte, vem como amiga  Te quero água de beber Um copo d'água Marola mansa da maré Mulher amada Te quero orvalho toda manhã  Terra, olha essa terra Raça valente, gente sofrida Chama, tem que ter feira Tem que ter festa, vamos pra vida  Te quero terra pra plantar, ah Te quero verde Te quero casa pra morar, ah Te quero rede Depois da chuva o Sol da manhã  Chega de mágoa Chega de tanto penar  Canto e o nosso canto Joga no tempo uma semente Gente, olha essa gente Olha essa gente, olha essa gente  Te quero água de beber Um copo d'água Marola mansa da maré Mulher amada  Te quero terra pra plantar Te quero verde, hum Te quero casa pra morar Te quero rede  Depois da chuva o Sol da manhã Canto (eu canto) e o nosso canto (canto) Joga no tempo (joga no tempo) uma semente (ye ye ye ye ye) Gente (quero te ver crescer bonita) Olha essa gente (quero te ver crescer feliz) Olha essa gente (olha essa terra, olha essa gente) Olha essa gente (Gente pra ser feliz, feliz) Te quero água de beber (me dê um copo) Um copo d'água Marola mansa da maré (ye ye ye ye ye) Mulher amada (mulher amada) Te quero terra pra plantar (plantar) Te quero verde (te quer verde) Te quero casa pra morar Te quero rede Depois da chuva o Sol da manhã Chega de mágoa Chega de tanto penar Chega de mágoa Chega de tanto penar Ah!   (criação coletiva: com Milton Nascimento, Djavan, Rita Lee, Gonzaguinha,Elba Ramalho, Chico Buarque, Caetano Veloso, Simone, Lobão, Paula Toller, Maria Bethânia, Elizeth Cardoso, Gilberto Gil, Tim Maia, Roberto Carlos, Erasmo Carlos, Fagner e outros)"
Cigano,/djavan/cigano.html,Djavan - Novelas,"Te querer Viver mais pra ser exato Te seguir E poder chegar Onde tudo é só meu Te encontrar Dar a cara pro teu beijo Correr atrás de ti feito cigano Cigano, cigano Me jogar sem medir Viajar Entre pernas e delícias Conhecer Pra notícias dar Devassar sua vida Resistir Ao que pode o pensamento Saber chegar no seu melhor momento Momento, momento Pra ficar e ficar Juntos, dentro, horas Tudo ali às claras Deixar crescer Até romper A manhã Como o mar está sereno Olha lá As gaivotas já Vão deixar suas ilhas Veja o Sol É demais esta cidade! A gente vai Ter um dia de calor..."
Com Mais Ninguém,/djavan/com-mais-ninguem.html,,"Pode acreditar Meu destino diz, meu bem Que eu não serei feliz Com mais ninguém Mesmo que o amor Se alimente de ilusão É melhor que sofrer De solidão  Um amor pra crescer Precisa ter como existir Contido, retido Em vez de luz, obscuridade Se o que sinto não vá trazer você pra mim Não há por quê um céu assim Não dá pra dizer que no auge da ilusão O amor vai saber O que fazer Com a paixão  Pode acreditar Meu destino diz, meu bem Que eu não serei feliz Com mais ninguém Mesmo que o amor Se alimente de ilusão É melhor que sofrer De solidão  Um amor pra crescer Precisa ter como existir Contido, retido Em vez de luz, obscuridade Se o que sinto não vá trazer você pra mim Não há por quê um céu assim Não dá pra dizer que no auge da ilusão O amor vai saber O que fazer Com a paixão"
Como Posso Saber,/djavan/como-posso-saber.html,,Ah! se eu pudesse entender As coisas que vêm do amor Mas quem sou eu se a vida nunca Me ensinou Como posso saber Se nem Deus me explicou a razão Dessa anti-paixão que existe Em você  Amor é coisa que a gente tem que Aprender por si só Nem sempre o que diz o livro é melhor BIS E hoje eu me sinto cansada Carrego o peso do amor Que eu não pude aprender Porque você nunca me ajudou   © 1977 Warner / Chappell
Coração Leviano,/djavan/coracao-leviano.html,Malásia,"Trama em segredo teus planos Parte sem dizer adeus Nem lembra dos meus desenganos Fere quem tudo perdeu Ah, coração leviano Não sabe o que fez do meu.  Este pobre navegante Meu coração amante Enfrentou a tempestade No mar da paixão e da loucura Fruto da minha aventura Em busca da felicidade  Ah, coração teu engano Foi esperar por um bem De um coração leviano Que nunca será de ninguém.  © 1978 Warner / Chappell"
Cordilheira,/djavan/cordilheira.html,Malásia,"Bocejar Dia claro, vida a verdejar Luz por entre os cachos amarelos do ipê Deu pra ver Você me tocou sem perceber Você nem me olha E eu não posso te esquecer Creio em ti Se for ilusão, que Deus me guie O que não fazer pra se merecer tal mulher Cerração Noite na janela meu querer Porque te venero, sempre espero por você  Por sobre a cordilheira, o arco-íris Meu corpo treme ao pensar no seu, frenesi Te quero, Mesmo pra te dar sem ter retorno Te quero assaz Te quero assim Te quero pra mim Escada pro pecado, caso de amor Teus lábios tão sonhados Vão me ter sempre aqui À espera de um olhar que faz Dia romper O céu cair Noite fechar E faz o meu ar desaparecer.  O luar que eu vi no lago azul Daria pra você O luar que eu vi no lago azul Num instante se escondeu  © 1996 Luanda Edições Musicais Ltda."
Corisco,/djavan/corisco.html,Djavan,"Na hora em que o céu se abre No mesmo instante um raio explode Concomitante um olho vê E a pedra do corisco pode Pode se tornar o que for E tudo o quanto é testemunha Pode até mesmo ser a dor Cravada carne pela unha Telefax mandei O mapa mundi do meu penar Ande, mande logo um telex Me confirmando quando será Que a necessidade de amor Lhe trará num raio A necessidade de amor Num dia de chuva E na tempestade você Fará com que eu saia No exato momento de ver O céu se abrir ao comando de Iansã   Que seja o momento em que a luz Registre meu desejo de ver Você, meu amor, me traduz No raio de Iansã, seu poder Que seja pra mim, meu Xangô Poder correr correr meu risco Quiçá ver nascer uma flor Na lisa pedra do Corisco Telegrafite de Exú Leia no muro do seu quintal Pichada, fixada no azul A frase diz o essencial A necessidade de amor Gritando na rua A necessidade de amor Uivando pra Lua Um lobo faminto de amor A dor que acentua A necessidade de ver O céu se abrir ao comando de Iansã.    © 1989 Luanda Edições Musicais Ltda. Gegê Prod. Art. LTDA"
