Nome da Música,link,album,letra
O Sonho é Popular,/engenheiros-do-hawaii/o-sonho-e-popular.html,Infinita Highway,"A pampa é pop o país é pobre é pobre a pampa o Pib é pouco o povo pena mas não pára poesia é um porre o poder o pudor Várias Variáveis o pão o peão Grana, Engrenagens a pátria à flor da pele pede passagem...Pqp o sonho é popular eu li isso em algum lugar se não me engano é Ferreira Gullar falando da arquitetura de um Oscar o concreto paira no ar mais aqui do que em Chandigarh o sonho é popular um golpe em 61 um golpe qualquer num lugar comum Parte que o Maltz fala de fundo Uma Página Arrancada Um Segredo Mantido Em Passagens Subterrâneas Sob A Praça Da Matriz Uma Estória Mal Contada Uma Mentira Repetida Até Virar Verdade (Uma Página Virada) Uma Página Subterrânea Um Segredo Arrancado Um Passado Mal Contadas Até Virar Verdade A Verdade A Ver Navios Uma Mentira Repetida ...Repetida, Repetida Camila Paiva..."
O Vagabundo,/engenheiros-do-hawaii/o-vagabundo.html,,"Um vagabundo como eu Que vive a vida a procurar Alguém que siga o meu caminho E veja a tudo como eu  Se caminhando eu encontrar Alguém que pensa como eu Será o fim dessa estrada E finalmente irei parar  Contando os dias,esperarei E de passo em passo,eu procurarei e acharei  Um vagabundo como eu Também merece ser feliz Pois eu só quero dessa vida Ter um amor somente meu Ter um amor somente meu  Se caminhando eu encontrar Alguém que pensa como eu Será o fim dessa estrada E finalmente irei parar  Contando os dias,esperarei E de passo em passo,eu procurarei e acharei  Um vagabundo como eu também merece ser feliz Pois eu só quero dessa vida Ter um amor somente meu Ter um amor somente meu"
Olho do Furacão,/engenheiros-do-hawaii/olho-do-furacao.html,Tchau Radar,"Tudo muda ao teu redor, o que era certo, sólido  dissolve, desaba, dilui, desmancha no ar  No moinho, giram as pás, e o tempo vira pó  de grão em grão, por entre os dedos, tudo parece escapar  Estamos no centro, por dentro de tudo, no olho do furacão  Estamos no centro de tudo que gira, na mira do canhão  se for parar pra pensar, não vai sair do lugar  não tem parada errada, não! no olho do furacão  Tudo gira ao teu redor o que era certo, sólido  evapora, vai-se embora, o que era líquido e certo  Estamos no centro, por dentro de tudo, no olho do furacão  Estamos no centro de tudo que gira, na mira do canhão  se for parar pra pensar, não vai sair do lugar  !não tem parada errada, não! no olho do furacão  no olho do furacão... Camila Paiva..."
Olhos iguais aos seus,/engenheiros-do-hawaii/olhos-iguais-aos-seus.html,Infinita Highway,Uma nuvem cobre o céu Uma sombra envolve o seu olhar Você olha ao seu redor E acha melhor parar de olhar  São olhos iguais aos seus Iguais ao céu Ao seu redor São olhos iguais aos seus  Uma nuvem cobre o céu Uma sombra envolve o seu olhar Você olha ao seu redor E acha melhor parar de olhar  São olhos iguais aos seus Iguais ao céu Ao seu redor São olhos iguais aos seus  O que faz as pessoas parecerem tão iguais? O que faz as pessoas parecerem tão iguais? O que faz as pessoas parecerem tão iguais? Porque razão essa igualdade se desfaz? Qual é a razão desse disfarce no olhar?  Uma nuvem cobre o céu Uma sombra envolve o seu olhar Você olha ao seu redor E acha melhor parar de olhar  São olhos iguais aos seus Iguais ao céu Ao seu redor São olhos iguais aos seus  O que faz as pessoas parecerem tão iguais? O que faz as pessoas parecerem tão iguais? O que faz as pessoas parecerem tão iguais? Porque razão essa igualdade se desfaz? Qual é a razão desse disfarce no olhar?  O que faz as pessoas parecerem tão iguais? O que faz as pessoas parecerem tão iguais? O que faz as pessoas parecerem tão iguais? O que faz as pessoas parecerem tão iguais?  O que fazem as pessoas para serem tão iguais? O que fazem as pessoas para serem tão iguais? O que fazem as pessoas para serem tão iguais?
"Olhou Pro Lado, Viu",/engenheiros-do-hawaii/olhou-pro-lado-viu.html,Não Vejo a Hora,"Em cada esquina da cidade Uma sombra sobre nós A torre do castelo sobre nós A todo instante alguém de olho No que possa acontecer Passam drones e pássaros sobre nós  Por outro lado, ninguém vê Porque sempre esteve lá O silêncio das palavras sobre nós O rei constróI navios A grana compra aviões Os impérios crescem dentro de nós  Não dá pra ignorar Olhou pro alto, viu A torre do castelo sobre nós Parece elementar Parece alimentar Um abismo sob nossos pés  Não dá pra ignorar Olhou pro lado, viu A torre transmite dados sobre nós Não dá pra ignorar Por outro lado há Uma estrada sob nossos pés  Não dá pra ignorar Olhou pro alto, viu Nuvens e raios sobre nós Não dá pra ignorar Por outro lado há Uma estrada sob nossos pés"
Os Guardas da Fronteira,/engenheiros-do-hawaii/os-guardas-da-fronteira.html,,"Antes de atirar o vaso na TV Eu ouvi o que ela dizia: ""Quando não houver mais amanhã Será um belo dia""  Estranha coisa pra se dizer Antes de dizer os números da loteria Mas é assim que eles fazem E fazem muito bem E nós não fazemos nada, nada, nada Nada além  Além do mito Que limita o infinito E da cegueira Dos guardas da fronteira  Antes de atirar minha TV pela janela Eu ouvi o que ela dizia ""Quando não houver mais ninguém Será um belo dia""  Estranha coisa pra se dizer Antes de vender mais mercadoria Mas é assim o mundo que nos cerca: Nos cerca muito bem E as crises e cicatrizes Não nos deixam ir além  Além do mito Que limita o infinito Além da cegueira, Das barreiras das fronteiras  ...Foi então que eu resolvi jogar As cartas na mesa e o vaso pela janela Só pra ver o que acontece na vida Quando alguém faz o que quer com ela...  Acontece que eu não tenho escolha Por isso mesmo é que eu sou livre Não sou eu o mentiroso Foi Sartre quem escreveu o livro Não sou afim de violência Mas paciência tem limite  Além do mito Que limita o infinito Além do dia-a-dia Que esvazia a fantasia"
"Ouça O Que Eu Digo, Não Ouça Ninguém",/engenheiros-do-hawaii/ouca-o-que-eu-digo-nao-ouca-ninguem.html,Maxximum: Engenheiros do Hawaii,"Tantas pessoas Paradas na esquina Assistindo a cena: Pele morena, Vendendo jornais Vendendo muito mais Do que queria vender  Vozes à toa Ecos na esquina Narrando a cena: Pele morena, Vendendo jornais Precisando de mais Venenos mortais  O que nos devem Queremos de dobro Queremos em dólar O que nos devem Queremos em dobro Queremos agora  Se te disseram pra não virar a mesa Se te disseram que o ataque é a pior defesa Se te imploraram: ""por favor não vire a mesa""  Ouça o que eu digo: não ouça ninguém Ouça o que eu digo: não ouça ninguém Ouça o que eu digo: não ouça ninguém Ouça o que eu digo: não!  Tantas pessoas Paradas na esquina Fingindo pena Criança pequena Cheirando cola Beijando a sola Dos sapatos  O que nos devem Queremos de dobro Queremos em dólar O que nos devem Queremos em dobro Queremos agora  Se te disseram pra não virar a mesa Se te disseram que o ataque é a pior defesa Se te disseram pra esperar a sobremesa  Ouça o que eu digo: não ouça ninguém Ouça o que eu digo: não ouça ninguém Ouça o que eu digo: não ouça ninguém Ouça o que eu digo: não!  Se te disseram pra não virar a mesa Se te disseram que o ataque é a pior defesa Ouça o que eu digo: não ouça ninguém"
Outono Em Porto Alegre,/engenheiros-do-hawaii/outono-em-porto-alegre.html,Dançando no Campo Minado,"Nem tudo está perdido nem sinal de pedra no peito O horóscopo do jornal arriscou ""um belo dia"" Liguei o rádio na hora certa era a canção que eu queria  Nem tudo está perdido tudo em paz no reino da química Ninguém me telefonou enquanto eu dormia Sonhei com meu pai e ele sorria chimarrão pra acordar era só o que eu queria  Veja você, que surpresa, que coisa incrível descobri que sou feliz Veja você, quem diria, que ironia sem você eu sou feliz  Nem tudo está perdido Outono em Porto Alegre Sou o dono dos meus passos sobre folhas mortas O mundo fica para outro dia Andar por aí era tudo que eu queria  Veja você, que surpresa, que coisa incrível descobri que sou feliz Veja você, quem diria, que ironia sem você eu sou feliz"
Outras Frequências,/engenheiros-do-hawaii/outras-frequencias.html,Acústico MTV - Engenheiros do Hawaii,"Seria mais fácil fazer como todo mundo faz O caminho mais curto. Produto que rende mais Seria mais fácil fazer como todo mundo faz Um tiro certeiro. Modelo que vende mais.  Mas nós, dançamos no silêncio Choramos no carnaval Não vemos graça nas gracinhas da Tv Morremos de rir no horário eleitoral.  Seria mais fácil fazer como todo mundo faz Sem sair do sofá. Deixar a Ferrari pra trás Seria mais fácil fazer como todo mundo faz O milésimo gol, sentado na mesa de um bar.  Mas nós, vibramos em outra frequência Sabemos que não é bem assim Se fosse fácil achar o caminho das pedras, Tantas pedras no caminho não seria ruim.  Mas nós, vibramos em outra freqüência Sabemos que não é bem assim Se fosse fácil achar o caminho das pedras, Tantas pedras no caminho não seria ruim."
Outro Nada,/engenheiros-do-hawaii/outro-nada.html,Não Vejo a Hora,"Quando a noite já era um neon que não Apenas um garçon com sono esfregando o chão Enquanto um pastor em transe pregava sobre o monte sinai Ele chegou na rodoviária vindo da fronteira com o uruguai  Que troço louco - destino Na falta de outro nome há nomes demais Que traço torto desenha O rastro da ausência A crença que há  Chegou de santa maria ainda noutro dia Veio de uruguaiana uma semana atrás Vale, serra, litoral… o tempo tanto faz Veio e não trouxe nada Um outro nada deixou pra trás  Que troço louco - destino Na falta de outro nome  Há nomes demais Que traço torto desenha O rastro da ausência A crença que há  Que troço louco - desterro Na falta de uma terra há torres a vigiar Que traço torto desenha Linhas no horizonte Aos montes, demais  Quando a noite já era E o dia ainda nãooutro"
Outros Tempos,/engenheiros-do-hawaii/outros-tempos.html,Infinita Highway,"""Quando te vi tive a impressão de que não era a primeira vez quando te vi tive a certeza de que não seria a última vez não, não seria a última vez quem vem lá? quem será? que passa como um filme na fumaça de um bar quem vem lá? quem será? que vai me salvar a vida outra vez vai fazer de novo o que nunca fez os tempos são outros; os erros, os mesmos os tempos são outros; os erros, os mesmos os tempos são outros.... os erros, os mesmos me diz como é que eu faço me diz como é que eu posso te encontrar mais uma vez  quando te vi tive a impressão de que não era a primeira vez quando te vi tive a certeza de que não seria a última vez não, não seria a última vez quem vem lá? quem será? que passa como um filme na fumaça de um bar quem vem lá? quem será? que vai me salvar a vida outra vez vai fazer de novo o que nunca fez os tempos são outros; os erros, os mesmos os tempos são outros; os erros, os mesmos os tempos são outros.... os erros, os mesmos   os tempos são outros, os erros, os mesmos os tempos são outros; os erros, os mesmos os tempos são outros.... os erros, os mesmos me diz como é que eu faço me diz como é que eu posso te encontrar mais uma vez pela primeira vez... mais uma vez pela primeira vez... mais uma vez pela primeira vez..."""
Pampa No Walkman,/engenheiros-do-hawaii/pampa-no-walkman.html,Infinita Highway,"Se em uma fração nos parecêssemos Se algum som nos fosse comum Se a comunhão nos abrigasse, da mesma noite, mesma chuva Se me coubesse feito luva, se eu procurasse a tua mão Eu ficaria aqui pra sempre, sempre seria diferente Cada dia a dia amanhecer  Se uma razão nos perecesse, a natureza inevitável Qual fronteiras separando estes estados nada estáveis Quando eu procurasse a tua mão, encontraria a nossa gente E ficaria ali pra sempre, sempre seria diferente Cada cara a cara reconhecer  Se meu passado fosse outro, se fosse outro o meu presente Se o futuro nos trouxesse o que faltava antigamente Eu cantaria as canções, que se fazia de repente Sacro sino compunha, minha sina, tua unha, carne, sangue e pus  Sinto muito blues Sinto muito blues Sinto muito blues  Eu já fui cego, já vi de tudo, já disse tudo e fiquei mudo Já fui tão pouco e fui demais, eu estive longe Longas tardes à procura, a loucura esteve perto Eu estive longe dela, longe da cidade, cidades por toda parte Sempre estive por perto, por pouco Porto Alegre Por certo estive louco de satisfação  Ouvindo pampa no walkman Ouvindo pampa no walkman Ouvindo pampa no walkman  Eu ficaria ali pra sempre, sempre seria diferente Cada dia a dia renascer"
Parabólica,/engenheiros-do-hawaii/parabolica.html,Novos Horizontes,"Ela pára e fica alí parada Olha-se para nada Paraná  Fica parecida paraguaia Para-raios em dia de sol Para mim  Prenda minha parabólica Princesinha parabólica O pecado mora ao lado E o paraíso Ele paira no ar  Pecados no paraíso  Se a tv estiver fora do ar Quando passarem os melhores momentos da sua vida Pela janela alguém estará De olho em você Completamente paranóica  Prenda minha parabólica Princesinha Clarabólica Paralelas que se cruzam Em belém do Pará  Longe, longe, longe Aqui do lado Paradoxo Nada nos separa  Eu paro e fico aqui parado Olho-me para longe A distância não separabólica"
Partiu,/engenheiros-do-hawaii/partiu.html,Não Vejo a Hora,"Agora vai Sai a zica Fica azul o céu  Agora vai Sai pra rua Solta tua voz  Fácil não é A estrada é longa A montanha é alta O mar, profundo Mas todo o mundo Cabe no coração  E uma hora vai A vida é tua, é só tua Só tú és capaz  De saber ou aprender Intuir ou decidir Que agora vai  Mas se não for A maravilha que você imaginou A casa cai Então é hora de recomeçar  Saber ou aprender Intuir ou decidir Que agora vai"
